time,sensortype,gt_x,gt_y,gt_vx,gt_vy,est_x,est_y,est_vx,est_vy,rmse_x,rmse_y,rmse_vx,rmse_vy,nis
1477010464500000,LASER,-23.538,6.412,3.521,3.504,-23.606,6.310,3.560,3.259,0.076,0.097,0.376,0.255,0.106
1477010464550000,RADAR,-23.360,6.586,3.598,3.432,-23.451,6.486,3.593,3.214,0.076,0.097,0.375,0.255,2.332
1477010464600000,LASER,-23.178,6.755,3.672,3.360,-23.241,6.671,3.696,3.137,0.076,0.097,0.375,0.255,4.510
1477010464650000,RADAR,-22.993,6.921,3.744,3.288,-23.045,6.817,3.771,3.039,0.076,0.097,0.374,0.255,5.571
1477010464700000,LASER,-22.804,7.084,3.813,3.214,-22.837,6.977,3.860,2.949,0.076,0.097,0.374,0.255,1.323
1477010464750000,RADAR,-22.612,7.243,3.881,3.140,-22.629,7.112,3.949,2.831,0.076,0.097,0.374,0.255,1.286
1477010464800000,LASER,-22.416,7.398,3.946,3.066,-22.441,7.263,4.005,2.753,0.076,0.097,0.373,0.255,0.380
1477010464850000,RADAR,-22.217,7.549,4.010,2.991,-22.222,7.386,4.110,2.608,0.076,0.097,0.373,0.256,2.518
1477010464900000,LASER,-22.015,7.697,4.071,2.916,-22.041,7.547,4.145,2.560,0.075,0.097,0.372,0.256,2.414
1477010464950000,RADAR,-21.810,7.841,4.130,2.841,-21.856,7.704,4.162,2.529,0.075,0.097,0.372,0.256,6.345
1477010465000000,LASER,-21.603,7.981,4.187,2.765,-21.649,7.847,4.215,2.455,0.075,0.097,0.372,0.256,0.464
1477010465050000,RADAR,-21.392,8.117,4.242,2.690,-21.455,7.980,4.243,2.393,0.075,0.097,0.371,0.256,1.903
1477010465100000,LASER,-21.179,8.250,4.294,2.614,-21.218,8.049,4.325,2.221,0.075,0.098,0.371,0.257,3.474
1477010465150000,RADAR,-20.963,8.378,4.345,2.539,-21.022,8.194,4.325,2.212,0.075,0.098,0.370,0.257,8.018
1477010465200000,LASER,-20.744,8.503,4.394,2.463,-20.838,8.343,4.338,2.185,0.075,0.098,0.370,0.257,3.891
1477010465250000,RADAR,-20.524,8.625,4.441,2.388,-20.607,8.449,4.401,2.075,0.075,0.098,0.369,0.257,3.847
1477010465300000,LASER,-20.301,8.742,4.486,2.314,-20.368,8.571,4.457,1.997,0.075,0.099,0.369,0.257,1.960
1477010465350000,RADAR,-20.075,8.856,4.529,2.239,-20.165,8.697,4.457,1.977,0.075,0.099,0.369,0.257,3.386
1477010465400000,LASER,-19.848,8.966,4.570,2.165,-19.957,8.809,4.482,1.913,0.075,0.099,0.368,0.257,0.771
1477010465450000,RADAR,-19.619,9.072,4.609,2.092,-19.752,8.928,4.480,1.894,0.076,0.099,0.368,0.257,3.408
1477010465500000,LASER,-19.387,9.175,4.647,2.019,-19.521,9.010,4.522,1.790,0.076,0.099,0.368,0.257,0.166
1477010465550000,RADAR,-19.154,9.274,4.683,1.947,-19.290,9.110,4.555,1.722,0.076,0.100,0.367,0.257,4.514
1477010465600000,LASER,-18.919,9.370,4.717,1.875,-19.020,9.188,4.622,1.606,0.076,0.100,0.367,0.257,5.810
1477010465650000,RADAR,-18.683,9.462,4.749,1.804,-18.801,9.274,4.638,1.539,0.076,0.100,0.366,0.257,1.781
1477010465700000,LASER,-18.445,9.550,4.780,1.734,-18.554,9.369,4.676,1.472,0.076,0.100,0.366,0.257,1.357
1477010465750000,RADAR,-18.205,9.635,4.810,1.665,-18.298,9.404,4.734,1.298,0.076,0.101,0.366,0.257,4.679
1477010465800000,LASER,-17.964,9.716,4.837,1.597,-18.033,9.512,4.778,1.256,0.076,0.101,0.365,0.258,5.753
1477010465850000,RADAR,-17.721,9.795,4.864,1.530,-17.793,9.589,4.791,1.206,0.076,0.101,0.365,0.258,3.534
1477010465900000,LASER,-17.478,9.869,4.889,1.463,-17.533,9.690,4.827,1.169,0.076,0.102,0.365,0.258,3.752
1477010465950000,RADAR,-17.233,9.941,4.912,1.398,-17.293,9.756,4.845,1.096,0.076,0.102,0.364,0.258,0.760
1477010466000000,LASER,-16.987,10.009,4.934,1.334,-17.035,9.872,4.872,1.095,0.076,0.102,0.364,0.258,5.153
1477010466050000,RADAR,-16.740,10.074,4.955,1.271,-16.789,9.928,4.891,1.015,0.076,0.102,0.363,0.258,0.271
1477010466100000,LASER,-16.491,10.136,4.975,1.209,-16.543,10.041,4.906,1.025,0.076,0.102,0.363,0.258,4.002
1477010466150000,RADAR,-16.242,10.195,4.993,1.149,-16.297,10.097,4.924,0.951,0.076,0.102,0.363,0.258,0.922
1477010466200000,LASER,-15.992,10.251,5.010,1.090,-16.046,10.151,4.942,0.879,0.076,0.102,0.362,0.258,0.139
1477010466250000,RADAR,-15.742,10.304,5.027,1.032,-15.802,10.207,4.948,0.831,0.076,0.102,0.362,0.257,0.558
1477010466300000,LASER,-15.490,10.354,5.042,0.975,-15.556,10.236,4.960,0.735,0.076,0.102,0.361,0.257,0.122
1477010466350000,RADAR,-15.238,10.402,5.056,0.920,-15.284,10.248,4.997,0.586,0.076,0.102,0.361,0.258,9.017
1477010466400000,LASER,-14.985,10.446,5.069,0.866,-15.023,10.314,5.016,0.556,0.076,0.102,0.361,0.258,1.755
1477010466450000,RADAR,-14.731,10.488,5.081,0.813,-14.774,10.346,5.013,0.513,0.076,0.103,0.360,0.258,6.094
1477010466500000,LASER,-14.477,10.528,5.092,0.762,-14.512,10.341,5.028,0.386,0.076,0.103,0.360,0.258,1.302
1477010466550000,RADAR,-14.222,10.564,5.103,0.713,-14.256,10.362,5.035,0.313,0.076,0.103,0.360,0.259,0.912
1477010466600000,LASER,-13.967,10.599,5.113,0.665,-13.979,10.488,5.063,0.398,0.076,0.103,0.359,0.259,12.803
1477010466650000,RADAR,-13.711,10.631,5.122,0.618,-13.728,10.537,5.060,0.401,0.075,0.103,0.359,0.258,3.328
1477010466700000,LASER,-13.455,10.661,5.130,0.574,-13.462,10.555,5.074,0.329,0.075,0.103,0.359,0.258,0.565
1477010466750000,RADAR,-13.198,10.688,5.137,0.530,-13.206,10.577,5.080,0.271,0.075,0.103,0.358,0.258,0.564
1477010466800000,LASER,-12.941,10.714,5.144,0.489,-12.948,10.671,5.089,0.328,0.075,0.103,0.358,0.258,6.347
1477010466850000,RADAR,-12.684,10.737,5.151,0.448,-12.692,10.713,5.091,0.321,0.075,0.103,0.357,0.258,2.685
1477010466900000,LASER,-12.426,10.759,5.157,0.410,-12.432,10.705,5.098,0.224,0.075,0.103,0.357,0.258,0.681
1477010466950000,RADAR,-12.168,10.778,5.162,0.373,-12.177,10.738,5.096,0.219,0.075,0.103,0.357,0.258,1.676
1477010467000000,LASER,-11.910,10.796,5.167,0.338,-11.921,10.806,5.102,0.248,0.075,0.103,0.356,0.258,3.346
1477010467050000,RADAR,-11.652,10.812,5.171,0.305,-11.654,10.822,5.110,0.209,0.075,0.103,0.356,0.257,3.513
1477010467100000,LASER,-11.393,10.827,5.175,0.273,-11.403,10.852,5.110,0.186,0.075,0.102,0.356,0.257,0.559
1477010467150000,RADAR,-11.134,10.839,5.178,0.243,-11.144,10.800,5.120,-0.017,0.075,0.102,0.355,0.257,8.147
1477010467200000,LASER,-10.875,10.851,5.182,0.214,-10.859,10.780,5.137,-0.112,0.075,0.102,0.355,0.257,3.799
1477010467250000,RADAR,-10.616,10.861,5.184,0.188,-10.603,10.776,5.135,-0.172,0.075,0.102,0.355,0.258,0.075
1477010467300000,LASER,-10.357,10.870,5.187,0.163,-10.352,10.785,5.131,-0.206,0.074,0.102,0.354,0.258,0.621
1477010467350000,RADAR,-10.098,10.877,5.189,0.140,-10.098,10.831,5.127,-0.129,0.074,0.102,0.354,0.258,7.283
1477010467400000,LASER,-9.838,10.884,5.191,0.118,-9.837,10.875,5.135,-0.104,0.074,0.102,0.353,0.258,2.846
1477010467450000,RADAR,-9.579,10.889,5.193,0.099,-9.591,10.865,5.124,-0.149,0.074,0.102,0.353,0.258,3.654
1477010467500000,LASER,-9.319,10.894,5.194,0.081,-9.328,10.890,5.130,-0.149,0.074,0.102,0.353,0.258,1.175
1477010467550000,RADAR,-9.059,10.897,5.196,0.065,-9.074,10.876,5.125,-0.188,0.074,0.102,0.352,0.258,2.758
1477010467600000,LASER,-8.799,10.900,5.197,0.050,-8.811,10.903,5.132,-0.179,0.074,0.102,0.352,0.258,1.553
1477010467650000,RADAR,-8.540,10.902,5.198,0.038,-8.559,10.871,5.124,-0.248,0.074,0.102,0.352,0.258,6.168
1477010467700000,LASER,-8.280,10.904,5.198,0.027,-8.341,10.816,5.089,-0.353,0.074,0.102,0.351,0.258,5.353
1477010467750000,RADAR,-8.020,10.905,5.199,0.018,-8.085,10.830,5.090,-0.327,0.074,0.101,0.351,0.258,2.170
1477010467800000,LASER,-7.760,10.906,5.199,0.011,-7.793,10.851,5.118,-0.314,0.074,0.101,0.351,0.258,5.014
1477010467850000,RADAR,-7.500,10.906,5.200,0.005,-7.530,10.851,5.120,-0.300,0.074,0.101,0.350,0.258,3.053
1477010467900000,LASER,-7.240,10.906,5.200,0.002,-7.262,10.833,5.127,-0.341,0.074,0.101,0.350,0.259,0.570
